Agency,Application name,Primary domain,Number of users,Number of licenses,Number of government support staff,Number of contractors,Start of use date,End of use date,is-custom,is-service,Manufacturer,Product/service name,Estimated replacement cost
DSITI,WildNet,"Authorities, Licences, Permits and Awards",5000,1,0.1,0,01/03/1997 0:00,01/01/2020 0:00,Yes,No,Dialog,Oracle,1000000
DSITI,Wrike,Knowledge Management,48,1,0.05,0,1/10/2014 0:00,01/07/2016 0:00,No,No,"Wrike, Inc.",Wrike,0
DSITI,CIMS,"Authorities, Licences, Permits and Awards",10,Not reported,0.2,0,6/12/2010 0:00,31/12/2030 0:00,Yes,No,EIS Australia,CIMS,500000
DSITI,Qflow,"Subsidies, Grants, Benefits and Assistance",15,3,1,1,01/07/2014 0:00,01/07/2016 0:00,No,No,Nexa Group,QFLOW,220000
DTESB,Ministerial and Executive Correspondence System,"Executive, Management Information Systems",167,167,1,1,01/07/2002 0:00,31/12/2018 0:00,Yes,No,Bay Technologies,Mincor,60000
DTESB,1Contact,Employee Administration,1000,1000,0.5,1,1/12/2010 0:00,31/12/2018 0:00,Yes,No,DAF (ITP),1Contact,10000
DTESB,eDOCS,Document and Records Management,1100,1,1,Not reported,01/01/2000 0:00,31/12/2018 0:00,No,No,Hummingbird,Hummingbird,180000
DTESB,ePettyCash,Financial Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ePettyCash,0
DTESB,CSP; Financial Mgmt,Financial Management,50,50,Not reported,Not reported,01/01/1990 0:00,31/12/2018 0:00,No,No,SAP,R/3,0
DTESB,CSP; Human Resource Management/ Payroll,Payroll,50,50,Not reported,Not reported,01/01/1990 0:00,01/07/2015 0:00,No,No,SAP,ERP,0
DTESB,Employee Self Service,Employee Administration,5000,5000,Not reported,Not reported,01/01/2011 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ESS,0
DTESB,Financial Reporter,Financial Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,Financial Reporter,0
DTESB,HRM Reporter,Employee Administration,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRM Reporter,0
DTESB,HRMS Payroll Archive,Payroll,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRMS Payroll Archive,0
DTESB,SpringBoard,Recruitment,50,50,Not reported,Not reported,06/01/2007 0:00,31/12/2018 0:00,No,No,HRX,RecruitASP/Springboard/SmartJobs Website,0
DTESB,InfoView BAM,Costing,50,50,Not reported,Not reported,01/08/2011 0:00,01/07/2017 0:00,No,No,InfoView Technologies Pty Ltd,InfoView,0
DTESB,Web Technical Services - Infrastructure DTESB,Information Provision,5000,5000,1,0.2,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,0
DTESB,Web Services - DTESB,"Authorities, Licences, Permits and Awards",9999,9999,1,1,01/07/2014 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,200000
EHP,Ecosteps - Statutory Environmental Procedures System,Document and Records Management,5000,5000,4.1,1,01/01/2000 0:00,01/06/2018 0:00,No,No,EHP,Ecosteps,1000000
EHP,Ecotrack,"Authorities, Licences, Permits and Awards",2000,2000,0.98,0.56,01/03/2002 0:00,31/12/2018 0:00,Yes,No,EHP,Ecotrack,200000
EHP,Environmental Management Register / Contaminated Land Register,Case Management,650,650,0.31,0.03,01/06/1998 0:00,01/06/2015 0:00,Yes,No,Oracle,Oracle,400000
EHP,Littering and Illegal Dumping Online Reporting System,Information Submission,5000,5000,1.9,0.4,1/11/2011 0:00,1/12/2020 0:00,Yes,No,EHP,Custom,300000
EHP,Macropod Management System,"Authorities, Licences, Permits and Awards",10,10,0.5,0.1,1/12/2003 0:00,01/06/2018 0:00,Yes,No,Dialog,Macropod Management System,800000
EHP,Qld Waste Data System,Information Provision,155,155,0.5,0,01/07/2012 0:00,01/09/2018 0:00,Yes,No,EHP,Custom,2400000
EHP,StrandNet,Information Submission,50,50,0.6,0.1,01/01/2002 0:00,1/12/2018 0:00,Yes,No,EHP,StrandNet,250000
EHP,WetlandInfo Website,Information Submission,600,600,3.2,0.8,01/06/2006 0:00,01/06/2018 0:00,Yes,No,Adobe,Custom,1000000
EHP,Employee Self Service,Employee Administration,5000,5000,Not reported,Not reported,01/01/2011 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ESS,0
EHP,Financial Reporter,Financial Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,Financial Reporter,0
EHP,HRM Reporter - Standard,Employee Administration,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRM Reporter,0
EHP,Land Accounting Information System,Receipting,33,28,1.5,0.3,1/12/1991 0:00,1/12/2020 0:00,Yes,No,EHP,LAIS,500000
EHP,Ministerial and Executive Correspondence System,"Executive, Management Information Systems",167,167,1,1,01/01/2002 0:00,1/12/2018 0:00,Yes,No,Bay Technologies,Mincor,60000
EHP,Teamsite,Information Submission,5000,5000,2,0.4,01/01/2010 0:00,31/12/2018 0:00,Yes,No,Interwoven,Interwoven,0
EHP,1Contact,Employee Administration,1000,1000,0.5,1,1/12/2010 0:00,31/12/2018 0:00,Yes,No,DAF (ITP),1Contact,10000
EHP,eDOCS,Document and Records Management,1100,1,1,Not reported,01/01/2000 0:00,31/12/2018 0:00,No,No,Hummingbird,Hummingbird,180000
EHP,Property (Lot on Plan) Searches,Information Provision,300,300,0.5,0.1,01/05/2013 0:00,01/06/2020 0:00,No,No,EHP,Java,400000
EHP,Waste Tracking,"Authorities, Licences, Permits and Awards",4,4,0.1,0.1,1/12/2002 0:00,01/06/2018 0:00,Yes,No,Canon,Teleform / MS-SQL,400000
EHP,Web Services - EHP,"Authorities, Licences, Permits and Awards",9999,9999,1,1,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Reddot,Reddot,200000
EHP,ePettyCash,Financial Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ePettyCash,0
EHP,eGift Register,Client Account Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,eGift Register,0
EHP,CSP; Financial Mgmt,Financial Management,50,50,Not reported,Not reported,01/01/1990 0:00,31/12/2018 0:00,No,No,SAP,R/3,0
EHP,CSP; Human Resource Management/ Payroll,Payroll,50,50,Not reported,Not reported,01/01/1990 0:00,01/07/2015 0:00,No,No,SAP,ERP,0
EHP,HRMS Payroll Archive,Payroll,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRMS Payroll Archive,0
EHP,SpringBoard,Recruitment,50,50,Not reported,Not reported,06/01/2007 0:00,31/12/2018 0:00,No,No,HRX,RecruitASP/Springboard/SmartJobs Website,0
EHP,InfoView BAM,Costing,50,50,Not reported,Not reported,01/08/2011 0:00,01/07/2017 0:00,No,No,InfoView Technologies Pty Ltd,InfoView,0
EHP,eAssets,Enterprise Asset Management,50,50,Not reported,Not reported,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,eAssets,0
EHP,The Spring,Case Management,6,6,0.1,0.25,01/06/2011 0:00,01/09/2018 0:00,Yes,No,Dialog,The Spring,200000
HPW,Training Database (HPW),Computer Based Training,4,Not reported,Not reported,Not reported,01/06/2007 0:00,30/06/2015 0:00,No,No,Microsoft,MS SQL DB with MS Access front end,100000
HPW,ISD Knowledge Intranet Portal,Information Provision,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,Yes,No,Microsoft,Sharepoint teamsite,0
HPW,TRIM Context (HPW),Document and Records Management,Not reported,Not reported,Not reported,Not reported,9/10/2009 0:00,31/07/2015 0:00,No,No,HP,TRIM Context,82527
HPW,ZAP,Financial Management,Not reported,Not reported,Not reported,Not reported,01/01/2009 0:00,30/01/2016 0:00,No,No,ZAP,ZAP BI,250000
HPW,Impaler,Customer Service and Support,Not reported,Not reported,Not reported,Not reported,01/01/2000 0:00,30/12/2011 0:00,No,No,BAU Websupport,Impaler,50000
HPW,HPW internet (HPW),Information Submission,Not reported,Not reported,Not reported,Not reported,09/03/2012 0:00,31/12/2014 0:00,Yes,No,Microsoft,Microsoft Sharepoint Server 2007,350000
HPW,Document Management System (DMS) (HPW),Document and Records Management,Not reported,Not reported,Not reported,Not reported,01/01/2009 0:00,01/07/2013 0:00,Yes,No,Custom,Document Management System 2.5,2500000
HPW,Queensland Contracts Directory,Client Account Management,Not reported,Not reported,Not reported,Not reported,30/06/2014 0:00,30/06/2016 0:00,No,No,Not reported,Queensland Contracts Directory,Not reported
HPW,Vehicle Pooling,Scheduling and Bookings,Not reported,Not reported,Not reported,Not reported,01/06/2007 0:00,30/06/2015 0:00,Yes,No,Intelligent Pathways,UMS,200000
HPW,TRSi - Works,Time and Attendance,Not reported,Not reported,Not reported,Not reported,01/01/2006 0:00,30/06/2012 0:00,Yes,No,Custom,Custom,10000
HPW,Service Now (HPW),Customer Service,Not reported,Not reported,Not reported,Not reported,01/01/2009 0:00,31/01/2015 0:00,No,No,ServiceNow,Service-Now,0
HPW,QTenders,Not reported,Not reported,Not reported,Not reported,Not reported,01/03/2009 0:00,01/01/2015 0:00,No,No,Not reported,QTenders,0
HPW,InMagic Textworks 13,Library Management,5,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,4750
HPW,MyHPW (formerly MyHPW),Information Provision,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,30/06/2013 0:00,Yes,No,Microsoft,Microsoft Sharepoint Server 2007,350000
HPW,Business Intelligence -QFleet,Enterprise Business Intelligence,Not reported,Not reported,Not reported,Not reported,01/01/2009 0:00,31/12/2015 0:00,No,No,Custom,Microsoft,600000
HPW,Spot Fire,Enterprise Business Intelligence,30,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,TIBCO Spotfire Main Office,Not reported,150000
HPW,QBWork Register,Sourcing and Procurement,50,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Department of Housing and Public Works,Not reported,75000
HPW,Tracker,Scheduling and Bookings,Not reported,Not reported,Not reported,Not reported,01/06/2007 0:00,31/12/2014 0:00,No,No,Not reported,Tracker,0
HPW,BetaSphere,Act,100,Not reported,Not reported,Not reported,01/01/2007 0:00,31/12/2014 0:00,No,No,Super Group International,BetaSphere,175000
HPW,BP Card connect & Caltex Card,Electronic,100,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,BP Card connect & Caltex Card,Not reported
HPW,SAP Core,ENTERPRISE RESOURCE PLANNING,519,519,Not reported,Not reported,01/01/2007 0:00,01/01/2015 0:00,Yes,No,SAP,SAP GUI 7.2,25986
HPW,SLABS-Production,Enterprise Asset Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,12885
HPW,PADLS on-line,"Authorities, Licences, Permits and Awards",Not reported,Not reported,Not reported,Not reported,01/01/1996 0:00,30/06/2013 0:00,Yes,No,DLGP,Custom,310000
HPW,Pools,Information Submission,Not reported,Not reported,Not reported,Not reported,01/05/2011 0:00,01/05/2016 0:00,Yes,No,DLGP,Custom,490000
HPW,iSpace,Enterprise Asset Management,Not reported,Not reported,Not reported,Not reported,01/03/2013 0:00,01/06/2025 0:00,Yes,No,Manhatten,Product,1634004
HPW,Building Surveying System,Geospatial,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,Yes,No,Dept of Housing and Public Works,Building Surveying System,0
HPW,Buildsoft,Artefact,Not reported,Not reported,Not reported,Not reported,01/01/2000 0:00,01/01/2015 0:00,No,No,Buildsoft,Buildsoft,200000
HPW,S.H.E,Occupational Health and Safety Management,Not reported,Not reported,Not reported,Not reported,08/05/2007 0:00,30/06/2015 0:00,Yes,No,Compos,Management Support online system,875000
HPW,BEMIR,Electronic,9500,3,Not reported,Not reported,01/06/2004 0:00,01/07/2015 0:00,Yes,No,DHPW,Information Service,4000000
HPW,SAP,Enterprise Asset Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,HP Records Manager (HPW),Document and Records Management,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,HP Records Manager (HPW),0
HPW,HP Records Manager (BCQ),Document and Records Management,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,HP Records Manager (BCQ),0
HPW,MINCOR (Workflow) SR5,Accreditation,Not reported,Not reported,Not reported,Not reported,06/01/2014 0:00,01/06/2025 0:00,No,No,Bay Technologies,Mincor,0
HPW,TRIM Housing,Document and Records Management,Not reported,Not reported,Not reported,Not reported,30/06/2005 0:00,01/01/2015 0:00,No,No,HP,TRIM,849653
HPW,Spiratest,Enterprise Asset Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,Not reported
HPW,WebCAT,Maintenance Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,AIU Companion database,Project Portfolio Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,BAS - Booked Appointment System,Scheduling and Bookings,Not reported,Not reported,Not reported,Not reported,30/06/2004 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",Booked Appointment System,0
HPW,Bed Count & Usage Type changes,Information Provision,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,BLARGA / Bond Loan and Rental Grant Application,"Subsidies, Grants, Benefits and Assistance",1000,Not reported,Not reported,Not reported,01/03/2012 0:00,01/06/2016 0:00,Yes,No,Department of Housing and Public Works,BLARGA / Bond Loan and Rental Grant Application,0
HPW,Bondscape,"Subsidies, Grants, Benefits and Assistance",825,Not reported,Not reported,Not reported,01/01/2008 0:00,01/01/2016 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,11729745
HPW,BRIEF/Bond Loan and Rental Grant Input Entry Form,"Subsidies, Grants, Benefits and Assistance",720,Not reported,Not reported,Not reported,01/01/2009 0:00,01/06/2016 0:00,Yes,No,Department of Housing and Public Works,BRIEF/Bond Loan and Rental Grant Input Entry Form,0
HPW,CIMSPRM Capital Investment Management System,Information Provision,Not reported,Not reported,Not reported,Not reported,30/06/2004 0:00,01/01/2015 0:00,No,No,"Department of Communities, Child Safety and Disabilities",No,767015
HPW,CPS Consolidated Property System,Information Provision,631,Not reported,Not reported,Not reported,01/07/2010 0:00,1/12/2016 0:00,Yes,No,SAP,No,2405555
HPW,CWAT Capital Works & Asset Transfers,Customer Marketing,Not reported,Not reported,Not reported,Not reported,01/07/2010 0:00,01/07/2017 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,275000
HPW,DMS/Debt Management System,"Subsidies, Grants, Benefits and Assistance",Not reported,Not reported,Not reported,Not reported,01/03/2012 0:00,1/12/2016 0:00,Yes,No,Custom,DMS/Debt Management System,750000
HPW,e-Queensland Homelessness Information Platform,Information Provision,Not reported,Not reported,Not reported,Not reported,1/10/2013 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,ERCT Electronic Rent Calculation Tool,"Subsidies, Grants, Benefits and Assistance",Not reported,Not reported,Not reported,Not reported,01/01/2004 0:00,01/01/2015 0:00,Yes,No,Dialog Info tech,ERCT Electronic Rent Calculation Tool,0
HPW,Employee Self Service,Human Capital Management,Not reported,Not reported,Not reported,Not reported,01/01/2010 0:00,30/12/2014 0:00,No,No,SAP,ESS,0
HPW,HASLink,Case Management,Not reported,Not reported,Not reported,Not reported,30/06/2005 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,363932
HPW,HASLink Central,Case Management,Not reported,Not reported,Not reported,Not reported,30/06/2005 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,363932
HPW,HDM3/Help Desk Management 3,Customer Service and Support,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,HDM3/Help Desk Management 3,0
HPW,Interact,Accreditation,Not reported,Not reported,Not reported,Not reported,30/07/2010 0:00,30/06/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,1542667
HPW,LMS2/Lease Management System,Enterprise Asset Management,13,Not reported,Not reported,Not reported,30/06/2006 0:00,01/01/2012 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,0
HPW,Loanscape,"Subsidies, Grants, Benefits and Assistance",Not reported,Not reported,Not reported,Not reported,30/06/1999 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,2488119
HPW,LoansCor/Loans Correspondence System,Case Management,Not reported,Not reported,Not reported,Not reported,1/12/2013 0:00,01/06/2016 0:00,Yes,No,Department of Housing and Public Works,LoansCor/Loans Correspondence System,0
HPW,NRAS,Customer Support,Not reported,Not reported,Not reported,Not reported,30/07/2008 0:00,01/01/2011 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,637087
HPW,OMRH/Online Maintenance Request for Housing,Information Submission,60,Not reported,Not reported,Not reported,01/04/2014 0:00,01/06/2016 0:00,No,No,Department of Housing and Public Works,OMRH/Online Maintenance Request for Housing,0
HPW,PRIME,Information Provision,Not reported,Not reported,Not reported,Not reported,01/07/2009 0:00,31/12/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,830200
HPW,Property Selector,Information Provision,Not reported,Not reported,Not reported,Not reported,30/06/2005 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,0
HPW,PSI - Property Standards Index,Analytics,Not reported,Not reported,Not reported,Not reported,30/06/2003 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,525496
HPW,PSMS - Property Sales Management System,Information Submission,Not reported,Not reported,Not reported,Not reported,30/06/2002 0:00,01/01/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",No,636434
HPW,QContracts,Contract Management,Not reported,Not reported,Not reported,Not reported,30/06/2014 0:00,30/06/2016 0:00,No,No,Open Windows Australia Pty Ltd,QContracts,0
HPW,QHIP/Queensland Homelessness Information Platform,Case Management,900,Not reported,Not reported,Not reported,01/09/2013 0:00,01/06/2016 0:00,Yes,No,"Department of Communities, Child Safety and Disabilities",QHIP/Queensland Homelessness Information Platform,0
HPW,CAD Standard Tools,Accountability,Not reported,Not reported,Not reported,Not reported,01/01/1999 0:00,30/06/2016 0:00,No,No,AutoCAD,CAD Standard Tools,40000
HPW,Rates File Editor,Inventory Management,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,Not reported
HPW,RentConnect,Case Management,92,Not reported,Not reported,Not reported,01/09/2008 0:00,01/06/2016 0:00,No,No,Not reported,RentConnect,0
HPW,Resolve/Complaints Management,Complaints Management,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Resolve Software Group,Resolve/Complaints Management,177000
HPW,RPDGeo/Electorate Database,Information Provision,1000,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,RPDGeo/Electorate Database,0
HPW,SAP Data Services,ENTERPRISE RESOURCE PLANNING,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,Yes,No,Not reported,Not reported,Not reported
HPW,SAP Housing,ENTERPRISE RESOURCE PLANNING,99,Not reported,Not reported,Not reported,01/01/1998 0:00,07/09/2015 0:00,Yes,No,SAP,Not reported,70000000
HPW,Statistical Analysis System (SAS),Statistical Tools,9,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,Not reported
HPW,SAT/Supply Affordability Tool,Analytics,110,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Not reported,SAT/Supply Affordability Tool,0
HPW,Smart Map Information Services,SCIENCE AND ENGINEERING,Not reported,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Not reported,Not reported,Not reported
HPW,Web CC/Telstra Web Call Centre,"Call Centre, Help Desk",50,Not reported,Not reported,Not reported,01/07/2014 0:00,30/06/2016 0:00,No,No,Telstra,Not reported,Not reported
HPW,Alloc8 HPW2010 (HPW),Payroll,150,150,Not reported,Not reported,01/01/2010 0:00,30/06/2013 0:00,No,No,Corptech,Alloc8 v. 1,30000
HPW,Alloc8 v2.5 (HPW),Time and Attendance,Not reported,Not reported,Not reported,Not reported,01/01/2000 0:00,01/01/2017 0:00,No,No,Corptech,Alloc8 v. 1,30000
HPW,Autodesk AutoCAD 2012,Computer-aided Design,Not reported,Not reported,Not reported,Not reported,01/01/2011 0:00,01/06/2016 0:00,No,No,Autodesk,CAD Standard Tools,0
HPW,CBP; Business Warehouse (HPW),Human Capital Management,Not reported,Not reported,Not reported,Not reported,01/01/2000 0:00,31/12/2018 0:00,No,No,SAP,Shared Service SAP Implementation,0
